id,artist,title,mix,album,key,bpm,genre,datasets,output_filename
4297635,,,,,B minor,,progressive-house,giantsteps-key,4297635.mp3
4299047,Jeffrey Johnson,A Bowery Cafe,Cool Rhythm Mix,Pink Nails,D# major,,Deep House,beatport-edm,4299047 Jeffrey Johnson - A Bowery Cafe (Cool Rhythm Mix).mp3
4300617,,,,,,128,,giantsteps-tempo,4300617.mp3
4300619,,,,,,132,,giantsteps-tempo,4300619.mp3
4301518,,,,,,173,,giantsteps-tempo,4301518.mp3
4302974,,,,,E minor,,progressive-house,giantsteps-key,4302974.mp3
4304445,,,,,,190.0,,giantsteps-tempo,4304445.mp3
4306620,Jakes,Rounds,Original Mix,Tectonic,E minor,,Electronica / Downtempo,beatport-edm,4306620 Jakes - Rounds (Original Mix).mp3
4310604,"Criostasis, DJ Yorrin",The Howling,Original Mix,Unbounded Recordings,A minor,,Hard Dance,beatport-edm,"4310604 Criostasis, DJ Yorrin - The Howling (Original Mix).mp3"
4311630,"Ambush, Chuckie, Hardwell, Hatiras",Move It 2 The Drum feat. Ambush,Hatiras Remix,iCompilations,A other,,Tech House,beatport-edm,"4311630 Ambush, Chuckie, Hardwell, Hatiras - Move It 2 The Drum feat. Ambush (Hatiras Remix).mp3"
4313859,,,,,,87,,giantsteps-tempo,4313859.mp3
4315749,,,,,F minor,130,electro-house,"giantsteps-key, giantsteps-tempo",4315749.mp3
4315887,"LaSalle, Eckert",On a Trip,Original Mix,Aux Audio,D# major,,Electronica / Downtempo,beatport-edm,"4315887 LaSalle, Eckert - On a Trip (Original Mix).mp3"
4318934,"Jose De Rico, Henry Mendez",Noche de Estrellas feat. Jay Santos,Radio Edit,Roster Music,B major,,Electronica / Downtempo,beatport-edm,"4318934 Jose De Rico, Henry Mendez - Noche de Estrellas feat. Jay Santos (Radio Edit).mp3"
4320199,Freska,Honey From Within,Original Mix,,Eb minor,,indie-dance nu-disco,giantsteps-key,4320199 Freska - Honey From Within (Original Mix).mp3
4323121,Offer Nissim,Bimbo,Original Mix,Offer Nissim,A# minor,,Progressive House,beatport-edm,4323121 Offer Nissim - Bimbo (Original Mix).mp3
4323506,,,,,,140,,giantsteps-tempo,4323506.mp3
4325441,,,,,,128,,giantsteps-tempo,4325441.mp3
4325645,,,,,C minor,,house,giantsteps-key,4325645.mp3
4325646,,,,,Gb minor,,deep-house,giantsteps-key,4325646.mp3
4327665,Santos,Zagros Fest,Original Mix,,E minor,,house,giantsteps-key,4327665 Santos - Zagros Fest (Original Mix).mp3
4328155,,,,,C minor,,techno,giantsteps-key,4328155.mp3
4328336,KillBoy,It's Time For Trap,Original Mix,Homebrew Computer Club,A# minor,,Hip-Hop / R&B,beatport-edm,4328336 KillBoy - It's Time For Trap (Original Mix).mp3
4328388,,,,,F minor,,trance,giantsteps-key,4328388.mp3
4331667,,,,,,170,,giantsteps-tempo,4331667.mp3
4332592,,,,,,133.7,,giantsteps-tempo,4332592.mp3
4334231,BK,Playing With Knives,Original Mix,Traffic Records,B minor,,Hard Dance,beatport-edm,4334231 BK - Playing With Knives (Original Mix).mp3
4340615,En2ak,Gilgamesh And The Invention Of Frisbee,Original Mix,U Know Me Records,G minor,,Breaks,beatport-edm,4340615 En2ak - Gilgamesh And The Invention Of Frisbee (Original Mix).mp3
4340765,Stephanie O´ Hara,Everlasting Love,Original Mix,Sounds United,A# major,,House,beatport-edm,4340765 Stephanie O´ Hara - Everlasting Love (Original Mix).mp3
4341902,Bombilla,Formaldehyd,Original Mix,ONOFF Recording,F# minor,,Minimal,beatport-edm,4341902 Bombilla - Formaldehyd (Original Mix).mp3
4346730,,,,,,173,,giantsteps-tempo,4346730.mp3
4351142,Low Fidelity Jet Set Orchestra,Let's Go,Original Mix,Irma La Douce,F major,,Breaks,beatport-edm,4351142 Low Fidelity Jet Set Orchestra - Let's Go (Original Mix).mp3
4353404,BOY MTN,Happy Cool feat. Vlad Stoian,Original Mix,Sewage Tapes,G# minor,,Electronica / Downtempo,beatport-edm,4353404 BOY MTN - Happy Cool feat. Vlad Stoian (Original Mix).mp3
4353566,,,,,,126,,giantsteps-tempo,4353566.mp3
4354199,Meno,That Wilkin Boy,Original Mix,Hypotron,A minor,,Breaks,beatport-edm,4354199 Meno - That Wilkin Boy (Original Mix).mp3
4358231,,,,,,132,,giantsteps-tempo,4358231.mp3
4359736,,,,,F minor,,electro-house,giantsteps-key,4359736.mp3
4360483,,,,,,174,,giantsteps-tempo,4360483.mp3
4360488,,,,,F minor,174,drum-and-bass,"giantsteps-key, giantsteps-tempo",4360488.mp3
4361260,,,,,C minor,,breaks,giantsteps-key,4361260.mp3
4364291,MK_ULTRA,Virtual Timebomb,Original Mix,"Dirt, Lies & Audio Black",E minor,,Dubstep,beatport-edm,4364291 MK_ULTRA - Virtual Timebomb (Original Mix).mp3
4364668,,,,,Ab minor,,electro-house,giantsteps-key,4364668.mp3
4365752,,,,,,87,,giantsteps-tempo,4365752.mp3
4366506,,,,,Eb minor,99,electronica,"giantsteps-key, giantsteps-tempo",4366506.mp3
4371042,,,,,D minor,,psy-trance,giantsteps-key,4371042.mp3
4372159,Francois Manzo,Decadence,Original Mix,Carousel Recordings,X,,Minimal,beatport-edm,4372159 Francois Manzo - Decadence (Original Mix).mp3
4372309,,,,,,125,,giantsteps-tempo,4372309.mp3
4376323,Quantum,Blue Sky,Original Mix,Planet B.E.N. Records,F major,,Psy-Trance,beatport-edm,4376323 Quantum - Blue Sky (Original Mix).mp3
4377106,,,,,,129,,giantsteps-tempo,4377106.mp3
4377128,"16 Bit Lolitas, DAVI",Deep Space Girls,DAVI Remix,Bits And Pieces,G# minor,,Deep House,beatport-edm,"4377128 16 Bit Lolitas, DAVI - Deep Space Girls (DAVI Remix).mp3"
4381031,Stefan Gubatz,Der achte Tag,Original Mix,CT Recordings,C# major,,Psy-Trance,beatport-edm,4381031 Stefan Gubatz - Der achte Tag (Original Mix).mp3
4381717,,,,,,140,,giantsteps-tempo,4381717.mp3
4386702,,,,,,126,,giantsteps-tempo,4386702.mp3
4397324,,,,,,174,,giantsteps-tempo,4397324.mp3
4397469,,,,,,175,,giantsteps-tempo,4397469.mp3
4398117,,,,,,178,,giantsteps-tempo,4398117.mp3
4398291,Geo,Flux,Original Mix,Power House Records,A minor,,Psy-Trance,beatport-edm,4398291 Geo - Flux (Original Mix).mp3
4399289,,,,,C major,175,drum-and-bass,"giantsteps-key, giantsteps-tempo",4399289.mp3
4403315,,,,,,140,,giantsteps-tempo,4403315.mp3
4403519,,,,,,126,,giantsteps-tempo,4403519.mp3
4404346,,,,,,190,,giantsteps-tempo,4404346.mp3
4407745,,,,,,126,,giantsteps-tempo,4407745.mp3
4408526,All Boxed In,These Things Happen (Maddox & Townend 'Offbeat Thunder' Remix,Album Edit,IDEAL,C minor,,Hard Dance,beatport-edm,4408526 All Boxed In - These Things Happen (Maddox & Townend 'Offbeat Thunder' Remix (Album Edit).mp3
4409752,,,,,,174,,giantsteps-tempo,4409752.mp3
4411864,Zhink,The River,Original Mix,Fluid House,D# major,,Dubstep,beatport-edm,4411864 Zhink - The River (Original Mix).mp3
4411925,,,,,,175,,giantsteps-tempo,4411925.mp3
4416284,Arcane,Vicious,Original Mix,DnB Source,Ab major | F minor,,Drum & Bass,beatport-edm,4416284 Arcane - Vicious (Original Mix).mp3
4416336,,,,,,185,,giantsteps-tempo,4416336.mp3
4416506,,,,,,125,,giantsteps-tempo,4416506.mp3
4416888,,,,,,89,,giantsteps-tempo,4416888.mp3
4416962,,,,,,132,,giantsteps-tempo,4416962.mp3
4418313,Scanty Sandwich,Because of You,Original Mix,Southern Fried Records,G# major,,House,beatport-edm,4418313 Scanty Sandwich - Because of You (Original Mix).mp3
4418582,,,,,,172,,giantsteps-tempo,4418582.mp3
4419049,,,,,,140.0,,giantsteps-tempo,4419049.mp3
4420924,,,,,,140,,giantsteps-tempo,4420924.mp3
4421420,Walter K,Shine In The Darkness,Original Mix,DeepSink Digital,C major,,Progressive House,beatport-edm,4421420 Walter K - Shine In The Darkness (Original Mix).mp3
4424988,,,,,Ab minor,,progressive-house,giantsteps-key,4424988.mp3
4426890,,,,,,105,,giantsteps-tempo,4426890.mp3
4427618,,,,,,122.0,,giantsteps-tempo,4427618.mp3
4433083,,,,,Bb minor,,trance,giantsteps-key,4433083.mp3
4440292,,,,,Ab minor,,trance,giantsteps-key,4440292.mp3
4442121,,,,,,126,,giantsteps-tempo,4442121.mp3
4445523,Michael J Collins,Letting Go,Original Mix,Greta Cottage Workshop,B major,,Electronica / Downtempo,beatport-edm,4445523 Michael J Collins - Letting Go (Original Mix).mp3
4446908,,,,,,170,,giantsteps-tempo,4446908.mp3
4450726,,,,,E major,,trance,giantsteps-key,4450726.mp3
4451522,Nikolai Marti,Kill The Robot,Original Mix,Happy Records,C minor,,Techno,beatport-edm,4451522 Nikolai Marti - Kill The Robot (Original Mix).mp3
4452003,,,,,Gb minor,,electronica,giantsteps-key,4452003.mp3
4452122,,,,,Bb minor,,trance,giantsteps-key,4452122.mp3
4453556,,,,,G minor,,breaks,giantsteps-key,4453556.mp3
4457771,,,,,,140,,giantsteps-tempo,4457771.mp3
4459005,,,,,,172,,giantsteps-tempo,4459005.mp3
4459148,Low Line Relay,Slave to the Grind,Original Mix,Audio Parallax,X,,Deep House,beatport-edm,4459148 Low Line Relay - Slave to the Grind (Original Mix).mp3
4459187,,,,,,130,,giantsteps-tempo,4459187.mp3
4460536,,,,,,140,,giantsteps-tempo,4460536.mp3
4464873,"Ian Cris, Johnny Aemkel",Colddifusion,Johnny Aemkel Remix,Monocline Records,C# major,,Minimal,beatport-edm,"4464873 Ian Cris, Johnny Aemkel - Colddifusion (Johnny Aemkel Remix).mp3"
4468729,,,,,,80,,giantsteps-tempo,4468729.mp3
4469489,,,,,,173,,giantsteps-tempo,4469489.mp3
4469780,,,,,,147,,giantsteps-tempo,4469780.mp3
4471292,,,,,,175,,giantsteps-tempo,4471292.mp3
4471702,,,,,,87.5,,giantsteps-tempo,4471702.mp3
4473065,,,,,,124,,giantsteps-tempo,4473065.mp3
4474027,,,,,,174,,giantsteps-tempo,4474027.mp3
4474029,,,,,,174,,giantsteps-tempo,4474029.mp3
4475855,,,,,,140,,giantsteps-tempo,4475855.mp3
4476610,Martin Roth,Deep Style,Original Mix,,Eb minor,,progressive-house,giantsteps-key,4476610 Martin Roth - Deep Style (Original Mix).mp3
4480118,,,,,,128,,giantsteps-tempo,4480118.mp3
4480454,,,,,,86,,giantsteps-tempo,4480454.mp3
4482723,Sharigrama,260Kin,Original Mix,Interface Records Mexico,G minor,,Psy-Trance,beatport-edm,4482723 Sharigrama - 260Kin (Original Mix).mp3
4483708,,,,,,140,,giantsteps-tempo,4483708.mp3
4483817,,,,,Ab minor,,progressive-house,giantsteps-key,4483817.mp3
4485436,,,,,F minor,,electro-house,giantsteps-key,4485436.mp3
4486124,,,,,,175,,giantsteps-tempo,4486124.mp3
4486412,,,,,,140,,giantsteps-tempo,4486412.mp3
4489017,,,,,,174,,giantsteps-tempo,4489017.mp3
4493439,,,,,,140,,giantsteps-tempo,4493439.mp3
4494659,,,,,,127,,giantsteps-tempo,4494659.mp3
4495270,,,,,,80,,giantsteps-tempo,4495270.mp3
4496670,Loko,In Love,Original Mix,Buzzin' Fly Records,D# major | D# minor,,Electronica / Downtempo,beatport-edm,4496670 Loko - In Love (Original Mix).mp3
4497852,,,,,,99,,giantsteps-tempo,4497852.mp3
4498388,Basement Freaks,Going out Tonight,,,D minor,,funk r&b,giantsteps-key,4498388 Basement Freaks - Going out Tonight.mp3
4503715,Hedlok,Ryddym Of The Night,Original Mix,EDM Records,C minor,,Dubstep,beatport-edm,4503715 Hedlok - Ryddym Of The Night (Original Mix).mp3
4505122,,,,,Eb major,,electro-house,giantsteps-key,4505122.mp3
4508138,,,,,,126,,giantsteps-tempo,4508138.mp3
4508323,Bob Marley & The Wailers,Could You Be Loved,RAC Remix,,B minor,,reggae dub,giantsteps-key,4508323 Bob Marley & The Wailers - Could You Be Loved (RAC Remix).mp3
4509681,"FATB, Nimbia",Young People,Violin Mix,Club G Records (Club G Music),F# major,,Trance,beatport-edm,"4509681 FATB, Nimbia - Young People (Violin Mix).mp3"
4509910,,,,,,140,,giantsteps-tempo,4509910.mp3
4510650,Delete,Air Raid Waltz,Original Mix,Mindtrick Records,B major,,Dubstep,beatport-edm,4510650 Delete - Air Raid Waltz (Original Mix).mp3
4512512,,,,,,128,,giantsteps-tempo,4512512.mp3
4514491,DJ Antoine,Bella Vita,DJ Antoine Vs Mad Mark 2k13 Extended Mix,Blanco y Negro,A# major,,House,beatport-edm,4514491 DJ Antoine - Bella Vita (DJ Antoine Vs Mad Mark 2k13 Extended Mix).mp3
4514851,,,,,,148,,giantsteps-tempo,4514851.mp3
4517258,,,,,,82,,giantsteps-tempo,4517258.mp3
4523424,Orla Feeney,Bittersweet,Radio Edit,ARVA,E major,,Trance,beatport-edm,4523424 Orla Feeney - Bittersweet (Radio Edit).mp3
4528744,"Damian William, Vanic, Cora, Young A",Really Gonna Do This,Radio Edit,Quebolarecords,D major,,Dubstep,beatport-edm,"4528744 Damian William, Vanic, Cora, Young A - Really Gonna Do This (Radio Edit).mp3"
4532060,,,,,,85,,giantsteps-tempo,4532060.mp3
4540818,,,,,,126,,giantsteps-tempo,4540818.mp3
4540971,,,,,Bb minor,,trance,giantsteps-key,4540971.mp3
4543103,,,,,,128,,giantsteps-tempo,4543103.mp3
4547732,,,,,,86,,giantsteps-tempo,4547732.mp3
4549757,,,,,,174,,giantsteps-tempo,4549757.mp3
4558106,,,,,,128,,giantsteps-tempo,4558106.mp3
4559522,,,,,,134,,giantsteps-tempo,4559522.mp3
4562821,Manju,You Are The Spoon,Original Mix,Space Baby Records,G minor,,Psy-Trance,beatport-edm,4562821 Manju - You Are The Spoon (Original Mix).mp3
4565270,,,,,,125,,giantsteps-tempo,4565270.mp3
4566667,,,,,Gb minor,130,trance,"giantsteps-key, giantsteps-tempo",4566667.mp3
4567978,,,,,,148,,giantsteps-tempo,4567978.mp3
4567979,,,,,,148,,giantsteps-tempo,4567979.mp3
4568358,Steve Cavalo,Show for All,Original Mix,Litovs Records,A# major,,Electro House,beatport-edm,4568358 Steve Cavalo - Show for All (Original Mix).mp3
4571164,Hugh Xdupe,Kingston Tek,Extended Mix,Dupe Records,F minor | C minor,,Tech House,beatport-edm,4571164 Hugh Xdupe - Kingston Tek (Extended Mix).mp3
4572120,Zoomorfos,Acid Rain,Original Mix,Digital Drugs Coalition,B major,,Psy-Trance,beatport-edm,4572120 Zoomorfos - Acid Rain (Original Mix).mp3
4573655,Rodg,Jacqueline,Chill Mix,,E minor,,chill-out,giantsteps-key,4573655 Rodg - Jacqueline (Chill Mix).mp3
4585539,,,,,,140,,giantsteps-tempo,4585539.mp3
4586220,,,,,,174,,giantsteps-tempo,4586220.mp3
4586995,Maljet,Hacknet,Original Mix,Warrior Sounds Recordings,C# minor,,Drum & Bass,beatport-edm,4586995 Maljet - Hacknet (Original Mix).mp3
4587092,Topmodelz,Your Love,Club Mix,Aqualoop Records,E major | C minor,,Trance,beatport-edm,4587092 Topmodelz - Your Love (Club Mix).mp3
4587945,"Luthier, Simon Doty",Insert Coin,Simon Doty Remix,Play My Track Recordings,E minor,,Tech House,beatport-edm,"4587945 Luthier, Simon Doty - Insert Coin (Simon Doty Remix).mp3"
4590651,Yellowman,Mister Chin (Re-Recorded),Original Mix,Goldenlane Records,B minor,,Hip-Hop / R&B,beatport-edm,4590651 Yellowman - Mister Chin (Re-Recorded) (Original Mix).mp3
4590691,Johnny Ringo,Rub a Dub,Original Mix,Goldenlane Records,C# major,,Hip-Hop / R&B,beatport-edm,4590691 Johnny Ringo - Rub a Dub (Original Mix).mp3
4593850,,,,,,124,,giantsteps-tempo,4593850.mp3
4596215,,,,,,120,,giantsteps-tempo,4596215.mp3
4596347,,,,,F minor,,progressive-house,giantsteps-key,4596347.mp3
4596386,"Paul SG, Vendubz",Grey Skin,Vendubz Remix,Influenza Media,C# minor,,Drum & Bass,beatport-edm,"4596386 Paul SG, Vendubz - Grey Skin (Vendubz Remix).mp3"
4604737,,,,,,127,,giantsteps-tempo,4604737.mp3
4609093,,,,,,140,,giantsteps-tempo,4609093.mp3
4609349,Freestylers,Cracks,Flux Pavilion Remix,,A minor,,dubstep,giantsteps-key,4609349 Freestylers - Cracks (Flux Pavilion Remix).mp3
4609944,,,,,,58,,giantsteps-tempo,4609944.mp3
4610426,,,,,,140,,giantsteps-tempo,4610426.mp3
4611640,,,,,,125,,giantsteps-tempo,4611640.mp3
4615188,K Theory,UBS,2013 VIP Mix,,Ab minor,,hip-hop,giantsteps-key,4615188 K Theory - UBS (2013 VIP Mix).mp3
4615998,"Kira Neris, Ol",Sky Talks,OL Remix,Faces Records,X,,Breaks,beatport-edm,"4615998 Kira Neris, Ol - Sky Talks (OL Remix).mp3"
4616741,Luc Vel Mzura,Come Down,Original Mix,White Widow Records,A# major | A# minor,,Deep House,beatport-edm,4616741 Luc Vel Mzura - Come Down (Original Mix).mp3
4623143,,,,,,147,,giantsteps-tempo,4623143.mp3
4623197,Lou Bega,Mambo No. 5 (A Little Bit Of...),Re-Recorded,X-Ray Records,D# major,,Hip-Hop / R&B,beatport-edm,4623197 Lou Bega - Mambo No. 5 (A Little Bit Of...) (Re-Recorded).mp3
4624663,,,,,,165,,giantsteps-tempo,4624663.mp3
4625875,,,,,,172,,giantsteps-tempo,4625875.mp3
4630401,"PIXL, Dead Robot",Dream Of You,Original Mix,Monstercat,B major | G# minor,,Drum & Bass,beatport-edm,"4630401 PIXL, Dead Robot - Dream Of You (Original Mix).mp3"
4631727,,,,,,148.0,,giantsteps-tempo,4631727.mp3
4631771,The Renegades,Heartbeat,Original Mix,"Dynamix Records, LLC",A# major,,Drum & Bass,beatport-edm,4631771 The Renegades - Heartbeat (Original Mix).mp3
4633603,,,,,,140,,giantsteps-tempo,4633603.mp3
4650113,,,,,,118,,giantsteps-tempo,4650113.mp3
4653852,,,,,,140,,giantsteps-tempo,4653852.mp3
4657878,"Hardwell, Dyro, Bright Lights",Never Say Goodbye,Wildstylez Remix,,Gb minor,,hard-dance,giantsteps-key,"4657878 Hardwell, Dyro, Bright Lights - Never Say Goodbye (Wildstylez Remix).mp3"
4660390,"Mitomi Tokoto, Daishi Dance, Sarah Howells",Don't Leave Without Me feat. Sarah Howells,Mitomi Tokoto 2012 Remix,iCompilations,F# major,,Progressive House,beatport-edm,"4660390 Mitomi Tokoto, Daishi Dance, Sarah Howells - Don't Leave Without Me feat. Sarah Howells (Mitomi Tokoto 2012 Remix).mp3"
4660409,Youngblood Brass Band,Cite the Line,Original Mix,Tru Thoughts,F minor,,Hip-Hop / R&B,beatport-edm,4660409 Youngblood Brass Band - Cite the Line (Original Mix).mp3
4661608,Terahert,Trapped in a Dream,Original Mix,Yellow Sunshine Explosion,F# minor,,Psy-Trance,beatport-edm,4661608 Terahert - Trapped in a Dream (Original Mix).mp3
4661735,,,,,G minor,80,glitch-hop,"giantsteps-key, giantsteps-tempo",4661735.mp3
4664095,"Ryan KP, MoMan",Truth,Original Mix,Diventa Music,F# major,,Electronica / Downtempo,beatport-edm,"4664095 Ryan KP, MoMan - Truth (Original Mix).mp3"
4665597,"D-Block, S-te-Fan",Twisted Mind Fantasy,Original Mix,Hard Dance Nation,F minor,,Hard Dance,beatport-edm,"4665597 D-Block, S-te-Fan - Twisted Mind Fantasy (Original Mix).mp3"
4666231,,,,,F minor,174,drum-and-bass,"giantsteps-key, giantsteps-tempo",4666231.mp3
4666417,,,,,A major,,trance,giantsteps-key,4666417.mp3
4667626,,,,,,146,,giantsteps-tempo,4667626.mp3
4671406,,,,,,126,,giantsteps-tempo,4671406.mp3
4671443,,,,,,148,,giantsteps-tempo,4671443.mp3
4677606,,,,,,144,,giantsteps-tempo,4677606.mp3
4678080,,,,,,172,,giantsteps-tempo,4678080.mp3
4688833,Barclay & Cream,Groove Is In The Heart,Alexander Metzger Beat Mix,,A minor,,funk r&b,giantsteps-key,4688833 Barclay & Cream - Groove Is In The Heart (Alexander Metzger Beat Mix).mp3
4690755,Tommaso Giana,Krank,Original Mix,Essential Session,E major,,Electro House,beatport-edm,4690755 Tommaso Giana - Krank (Original Mix).mp3
4692133,Artimixx,All You Gotta Do,Instrumental,Muted Trax,G minor,,House,beatport-edm,4692133 Artimixx - All You Gotta Do (Instrumental).mp3
4693039,,,,,,140,,giantsteps-tempo,4693039.mp3
4693198,,,,,E major,126,tech-house,"giantsteps-key, giantsteps-tempo",4693198.mp3
4694833,,,,,,143.0,,giantsteps-tempo,4694833.mp3
4696505,,,,,,160,,giantsteps-tempo,4696505.mp3
4702235,Avicii,Wake Me Up,Reggae Remix,,D major,,reggae dub,giantsteps-key,4702235 Avicii - Wake Me Up (Reggae Remix).mp3
4703149,,,,,,110,,giantsteps-tempo,4703149.mp3
4704294,"Alvaro Wade, Raul Aguilar",Yamba,Original Mix,Huambo Records,F minor,,Tech House,beatport-edm,"4704294 Alvaro Wade, Raul Aguilar - Yamba (Original Mix).mp3"
4710435,Alexander Meyson,Cruzer,Original Mix,Addicted2bass Records Deep,A# major,,Progressive House,beatport-edm,4710435 Alexander Meyson - Cruzer (Original Mix).mp3
4710576,,,,,,175,,giantsteps-tempo,4710576.mp3
4711578,,,,,,175,,giantsteps-tempo,4711578.mp3
4714481,,,,,,110.0,,giantsteps-tempo,4714481.mp3
4723905,,,,,F minor,140,trance,"giantsteps-key, giantsteps-tempo",4723905.mp3
4726263,"Trendsetter, Mark Holiday",Festival Music,Future of TRAP Mix,Trap Gold Records,E minor,,Trap / Future Bass,beatport-edm,"4726263 Trendsetter, Mark Holiday - Festival Music (Future of TRAP Mix).mp3"
4733800,Jonathan Cowan,Mental Health,Original Mix,Blackflag Recordings,A# minor,,Tech House,beatport-edm,4733800 Jonathan Cowan - Mental Health (Original Mix).mp3
4735587,,,,,,140,,giantsteps-tempo,4735587.mp3
4735758,,,,,,140,,giantsteps-tempo,4735758.mp3
4735775,Paul Cart,Coconuts,SIS Remix,,Eb minor,,deep-house,giantsteps-key,4735775 Paul Cart - Coconuts (SIS Remix).mp3
4741346,Mr Kenyiro,Plagont,Original Mix,Synthebeat Records,C# minor,,Dubstep,beatport-edm,4741346 Mr Kenyiro - Plagont (Original Mix).mp3
4743012,,,,,,125,,giantsteps-tempo,4743012.mp3
4749611,,,,,,128,,giantsteps-tempo,4749611.mp3
4750550,Airvalue,Vibrations,Original Mix,Bassclash,X,,Dubstep,beatport-edm,4750550 Airvalue - Vibrations (Original Mix).mp3
4753283,"Lu Doyle, SEE MORE, Jono Green",Fxxx The Rest,JONO GREEN REMIX,Wired Sound Studios,C minor,,Electro House,beatport-edm,"4753283 Lu Doyle, SEE MORE, Jono Green - Fxxx The Rest (JONO GREEN REMIX).mp3"
4755348,Sweat Box,Applause,Criminal Minds Remix,,G minor,,pop rock,giantsteps-key,4755348 Sweat Box - Applause (Criminal Minds Remix).mp3
4756702,D. Cannons,Twerk Dat,Original Mix,Black Money Music Group,E minor,,Hip-Hop / R&B,beatport-edm,4756702 D. Cannons - Twerk Dat (Original Mix).mp3
4758620,"Technoboy, Isaac",Digital Playground,,,F minor,,hard-dance,giantsteps-key,"4758620 Technoboy, Isaac - Digital Playground.mp3"
4759312,"Eric Solomon, Michael Mind Project",Lottery,Michael Mind Project Edit,Track By Track,C minor,,Electro House,beatport-edm,"4759312 Eric Solomon, Michael Mind Project - Lottery (Michael Mind Project Edit).mp3"
4763543,Cristhian Deep,1548,Original mix,Diamond Rec,A major | A minor,,Minimal,beatport-edm,4763543 Cristhian Deep - 1548 (Original mix).mp3
4765342,Hotwire,Feel It,Original Mix,Next Level,A major,,Hip-Hop / R&B,beatport-edm,4765342 Hotwire - Feel It (Original Mix).mp3
4767260,,,,,,170,,giantsteps-tempo,4767260.mp3
4767556,"J.Mancera, Iker Kabe",My House,Iker Kabe Remix,Hands Up Records,A minor,,Tech House,beatport-edm,"4767556 J.Mancera, Iker Kabe - My House (Iker Kabe Remix).mp3"
4770235,"Kevin Coshner, Adrian LaMiniM",Syndicate,Original Mix,Hamburg Aufnahmen,X,,Minimal,beatport-edm,"4770235 Kevin Coshner, Adrian LaMiniM - Syndicate (Original Mix).mp3"
4771754,Eddy WhiteStarr,Kladderradatsch,Original Mix,sorgenVIBES,F# minor | F# major,,Techno,beatport-edm,4771754 Eddy WhiteStarr - Kladderradatsch (Original Mix).mp3
4772658,,,,,,124,,giantsteps-tempo,4772658.mp3
4772886,Zac Waters,History of Man,Original Mix,Blutonium Records,C minor,,Hard Dance,beatport-edm,4772886 Zac Waters - History of Man (Original Mix).mp3
4773857,,,,,,140,,giantsteps-tempo,4773857.mp3
4773948,,,,,,140,,giantsteps-tempo,4773948.mp3
4779657,,,,,Bb major,,progressive-house,giantsteps-key,4779657.mp3
4784473,Sinewinder,Arachnotron,Original Mix,Dead Famous Records,F# major,,Psy-Trance,beatport-edm,4784473 Sinewinder - Arachnotron (Original Mix).mp3
4786362,Harvey Mckay,Lost,,,C minor,,techno,giantsteps-key,4786362 Harvey Mckay - Lost.mp3
4792796,"Jaxxon, John Christian",In The Moment Feat. Jemma Tweedie,John Christian Remix,Strictly Rhythm Music,B major,,Electro House,beatport-edm,"4792796 Jaxxon, John Christian - In The Moment Feat. Jemma Tweedie (John Christian Remix).mp3"
4793409,"Hector Fonseca, E-Thunder",Face,E-Thunder Remix,Audio4Play,F# minor,,Progressive House,beatport-edm,"4793409 Hector Fonseca, E-Thunder - Face (E-Thunder Remix).mp3"
4800274,,,,,,140,,giantsteps-tempo,4800274.mp3
4800275,,,,,,140,,giantsteps-tempo,4800275.mp3
4802314,Chris David,Winking Wasps,Dario Sorano Remix,,E minor,,hardcore hard-techno,giantsteps-key,4802314 Chris David - Winking Wasps (Dario Sorano Remix).mp3
4805277,Antent,Truth,VIP Trap Mix,Litovs Limited,G# minor | B major,,Dubstep,beatport-edm,4805277 Antent - Truth (VIP Trap Mix).mp3
4809086,"El Loco, Trancefeld",Ibiza,Trancefeld Remix,Music Is The Answer,A# minor,,Trance,beatport-edm,"4809086 El Loco, Trancefeld - Ibiza (Trancefeld Remix).mp3"
4810810,,,,,,136,,giantsteps-tempo,4810810.mp3
4811158,Musumeci,Jitoku,Original Mix,Engrave LTD,F# major,,Techno,beatport-edm,4811158 Musumeci - Jitoku (Original Mix).mp3
4815758,,,,,C minor,,electro-house,giantsteps-key,4815758.mp3
4816604,,,,,,139.82,,giantsteps-tempo,4816604.mp3
4817706,,,,,Db minor,,trance,giantsteps-key,4817706.mp3
4820720,Monsieur Grandin,"Seven Doors feat. Nell Mess, KatCross",Original Mix,Banzai Lab,C minor,,Hip-Hop / R&B,beatport-edm,"4820720 Monsieur Grandin - Seven Doors feat. Nell Mess, KatCross (Original Mix).mp3"
4823439,,,,,,140,,giantsteps-tempo,4823439.mp3
4823611,,,,,A minor,127,minimal,"giantsteps-key, giantsteps-tempo",4823611.mp3
4824309,Ernst Von Moser,Beautiful Life,Original Mix,House Park Records,D major,,Progressive House,beatport-edm,4824309 Ernst Von Moser - Beautiful Life (Original Mix).mp3
4824580,,,,,C minor,,deep-house,giantsteps-key,4824580.mp3
4826952,,,,,,140,,giantsteps-tempo,4826952.mp3
4826957,,,,,,140,,giantsteps-tempo,4826957.mp3
4827285,,,,,,172,,giantsteps-tempo,4827285.mp3
4827287,,,,,,148,,giantsteps-tempo,4827287.mp3
4827420,,,,,Gb minor,,progressive-house,giantsteps-key,4827420.mp3
4829270,Lukito,We Have Fun,Original Mix,StereoRoyal,D# major,,Hip-Hop / R&B,beatport-edm,4829270 Lukito - We Have Fun (Original Mix).mp3
